   403.42879349	     0.00014206	     0.00014300	     0.00014395	
  1096.63315843	     0.00010068	     0.00010199	     0.00010333	
  2980.95798704	     0.00007110	     0.00007291	     0.00007480	
  8103.08392758	     0.00004971	     0.00005218	     0.00005486	
 22026.46579481	     0.00003404	     0.00003737	     0.00004129	
 59874.14171520	     0.00002242	     0.00002681	     0.00003271	
162754.79141900	     0.00001376	     0.00001925	     0.00002910	
442413.39200892	     0.00000794	     0.00001314	     0.00003559	
1202604.28416478	     0.00000390	     0.00000865	     0.00012887	
3269017.37247211	     0.00000552	     0.00000711	     0.00728372	
8886110.52050787	     0.00001026	     0.00001342	     0.00835495	
24154952.75357530	    -0.00000858	     0.00001287	     0.00540424	
65659969.13733051	     0.00002333	    -0.00008602	     0.00326288	
178482300.96318728	    -0.00010700	    -0.00001189	     0.00205685	
485165195.40979028	    -0.00024778	     0.00015082	     0.00160515	
